LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
LOCRIAN,10,0
